0.999216434,0.999242789,0.999315467,0.99938316,0.999559113,0.999656652
0.998092188,0.998141392,0.998151761,0.998389363,0.998745167,0.998660944
0.997206418,0.997108832,0.997227641,0.997635448,0.998100794,0.997802575
0.996252513,0.996282784,0.996440429,0.996744457,0.997693821,0.997081545
0.995537083,0.995456736,0.995790122,0.996161886,0.997083362,0.996497854
0.994685381,0.994630688,0.995037136,0.995407971,0.996574646,0.995811159
0.993799612,0.993770221,0.994249923,0.994585518,0.995896358,0.995124464
0.993186386,0.993116266,0.993599617,0.993865872,0.995625042,0.994369099
0.992436889,0.99249673,0.992983537,0.99331757,0.994878926,0.993922747
0.992300617,0.992324637,0.992812404,0.993180494,0.995116326,0.993854077
0.992096208,0.992152544,0.99264127,0.992837805,0.994777182,0.993716738
0.991551119,0.991842776,0.992162097,0.992323772,0.994539782,0.993270386
0.99100603,0.991326495,0.991717151,0.991878277,0.994302381,0.992824034
0.990563145,0.990775797,0.991272205,0.991398513,0.993929322,0.992515021
0.990188396,0.990053005,0.990758805,0.991021555,0.99352235,0.992137339
0.990052124,0.989812074,0.990313858,0.990713135,0.993318863,0.991896996
0.99012026,0.990638122,0.990929938,0.990850211,0.993895408,0.992206009
0.990188396,0.989674399,0.990484992,0.990678866,0.993352778,0.992171674
0.990937894,0.991946032,0.991614471,0.991329975,0.994539782,0.992961373
0.990733486,0.991498589,0.991374884,0.991192899,0.994336295,0.99272103
0.990188396,0.990706959,0.990793031,0.990644598,0.994031066,0.992309013
0.98977958,0.990328354,0.990313858,0.990301909,0.993488435,0.991965665
0.988757538,0.989467887,0.989492419,0.989205305,0.993284949,0.991450644
0.988927878,0.987609279,0.988705206,0.988896885,0.992504918,0.990866953
0.989200422,0.989054863,0.989903139,0.989410918,0.993149291,0.991828326
0.989268559,0.989020445,0.989595099,0.989410918,0.99321712,0.991896996
0.988655333,0.988641839,0.989218606,0.988999692,0.993149291,0.991381974
0.987258543,0.987746954,0.987986446,0.987663206,0.992606661,0.990454936
0.987905836,0.985337647,0.98682274,0.987251979,0.991487486,0.990214592
0.988212448,0.987609279,0.988534073,0.988040163,0.992708404,0.991244635
0.987667359,0.987024162,0.98713078,0.987046366,0.991928373,0.990660944
0.985078186,0.985716252,0.985214088,0.984887427,0.990571797,0.987776824
0.984396825,0.983582295,0.984221515,0.984202049,0.98897782,0.986712446
0.983511055,0.982446479,0.983810795,0.983139714,0.98812996,0.986128755
0.982761558,0.981792524,0.982749769,0.982454337,0.987655158,0.98544206
0.982454945,0.98086322,0.982681316,0.982522874,0.988096046,0.986128755
0.982352741,0.980484615,0.982578636,0.982282992,0.987655158,0.985854077
