0.998508675,0.997344341,0.995080386,1.006076421,0.99178178,0.991587639,0.996503489,1.00161331,1.002324905
0.994886415,0.993333885,0.990746702,1.00342444,0.987965294,0.986283336,0.991652182,0.997473598,0.998185107
0.991846323,0.990229334,0.987382957,1.001225454,0.984666348,0.982208507,0.988676718,0.994368706,0.995080216
0.989323514,0.988094636,0.984666433,0.999026213,0.982014537,0.978844932,0.985830852,0.992040294,0.992816601
0.987189157,0.986154165,0.982208678,0.997667568,0.979750582,0.975869553,0.983243414,0.989970395,0.990552562
0.985313228,0.984666433,0.980009266,0.995921067,0.977745397,0.973411628,0.981108802,0.988288607,0.988676718
0.983566812,0.982920017,0.978198137,0.994174736,0.975740041,0.971018331,0.979039073,0.986542191,0.986800875
0.981885195,0.981302943,0.976257835,0.992687089,0.973864453,0.96881892,0.977098601,0.985119258,0.985378112
0.980332749,0.979880009,0.974381651,0.992040208,0.972312263,0.966619849,0.974963903,0.983502184,0.983502013
0.978780304,0.97852162,0.972829546,0.990682159,0.970630305,0.964485322,0.973152689,0.98207908,0.981820566
0.977421829,0.977098686,0.971212472,0.989064745,0.96907786,0.962480307,0.971470901,0.980914661,0.980332749
0.976063609,0.975675413,0.96972474,0.987706695,0.967590128,0.960733891,0.969659771,0.979621155,0.978844932
0.97489936,0.974640761,0.968301637,0.986412764,0.966166939,0.958922676,0.968042697,0.978327394,0.978003911
0.973670227,0.973282286,0.966878619,0.985119173,0.964614749,0.957046918,0.966490592,0.977098601,0.976581063
0.972376636,0.97244135,0.965326173,0.983955009,0.963321073,0.955235873,0.96480889,0.975869553,0.975158044
0.971341644,0.971341814,0.96409721,0.982790589,0.962027482,0.953683172,0.963450159,0.975028702,0.974058679
0.970306822,0.970048138,0.962933046,0.981561712,0.960798519,0.95219561,0.962286166,0.973864198,0.972764747
0.969271915,0.969013146,0.961639115,0.980656062,0.959504928,0.950643505,0.960345694,0.972958888,0.971535785
0.968107581,0.968042868,0.960474866,0.97962107,0.958405393,0.948961547,0.958987304,0.972052983,0.970048138
0.967137388,0.96771947,0.959310702,0.978521534,0.957111291,0.947538359,0.957693713,0.971147759,0.968819261
0.966037852,0.966878704,0.958275965,0.977680683,0.956076809,0.946050882,0.956270695,0.970306993,0.967590213
0.965261715,0.965843626,0.957176345,0.976969259,0.955106616,0.944757121,0.955106446,0.969465716,0.966490507
0.964161839,0.964808805,0.956206066,0.975998981,0.954071368,0.943398901,0.953877398,0.968495778,0.96526163
0.963256274,0.964032497,0.955171159,0.97535227,0.953165974,0.942040341,0.953165889,0.967590128,0.964550035
0.962350965,0.96299759,0.954200966,0.97444645,0.952130897,0.940811634,0.951872127,0.966749191,0.963709269
0.961509773,0.962156739,0.953295316,0.973605769,0.950966988,0.939517873,0.950708049,0.966037512,0.962739076
0.960604463,0.961445315,0.952389751,0.972570862,0.950061338,0.93828891,0.949737941,0.965261715,0.961962768
0.959893039,0.960669092,0.951613528,0.971665212,0.949090975,0.937059692,0.948573436,0.96455012,0.961057118
0.959116817,0.960022211,0.950708049,0.970306822,0.948314667,0.935895528,0.947667786,0.963903495,0.960345609
0.958211081,0.959310702,0.949931656,0.969918711,0.947473901,0.934860536,0.946438994,0.963126932,0.959569471
0.957499657,0.958793334,0.949155603,0.969013231,0.946762391,0.933825714,0.945533259,0.962674192,0.958663821
0.956594093,0.957823311,0.94818541,0.967913525,0.945792368,0.932661465,0.944498181,0.961833341,0.957693883
0.955882498,0.957046832,0.947409102,0.967137388,0.944951091,0.931561845,0.943463445,0.96118663,0.95691749
0.955106275,0.95646458,0.946697678,0.966684648,0.944174869,0.930527023,0.942687222,0.960604208,0.956529379
0.95445948,0.955882583,0.945986169,0.966102311,0.943528414,0.929621458,0.941846371,0.960022381,0.956076724
0.953683427,0.955106361,0.94527466,0.965390801,0.942687477,0.92865118,0.94119966,0.959569471,0.955365045
0.953036632,0.954588907,0.94456315,0.964808805,0.941975798,0.9277457,0.94029401,0.958987389,0.954847591
0.952389751,0.954071539,0.944045612,0.964161839,0.941329088,0.926840135,0.939453585,0.958469851,0.954071454
0.951742956,0.953359944,0.943398816,0.963515128,0.940617408,0.925805313,0.938612478,0.957887769,0.953295146
0.95109599,0.952777607,0.942752021,0.962803619,0.940099955,0.92502892,0.937836,0.957370315,0.952519093
0.950449194,0.952260409,0.942169939,0.962027311,0.939388701,0.923994184,0.937253833,0.956917405,0.952066268
0.949867112,0.951807499,0.941523058,0.961445315,0.93874148,0.923282504,0.936801178,0.956400037,0.951354759
0.949478916,0.951613614,0.941070318,0.960669092,0.938224196,0.922506366,0.936089584,0.955882668,0.950901934
0.948961547,0.950902104,0.94055278,0.959957583,0.937641944,0.921794857,0.935442788,0.955429758,0.950384566
0.94837938,0.950449024,0.93984127,0.959375416,0.93693052,0.921083178,0.934666651,0.954977018,0.949802484
0.947797213,0.949996454,0.939323732,0.958663906,0.936542494,0.92030704,0.93401977,0.954524108,0.949414287
0.947344473,0.949479001,0.938806449,0.958146538,0.9358309,0.919530903,0.933243547,0.954201051,0.948896834
0.94682702,0.948961718,0.938418252,0.957693628,0.935378245,0.91875468,0.932790807,0.953748141,0.948379466
0.946309481,0.948508722,0.937900884,0.957046918,0.934795993,0.918043,0.932079468,0.953295231,0.9479263
0.945856827,0.947991269,0.937254088,0.956335408,0.934149282,0.917202405,0.931367704,0.952842491,0.947344303
0.945274574,0.947409102,0.93673655,0.955753156,0.933761086,0.916620067,0.930914964,0.95245438,0.946697678
0.944951091,0.947020905,0.936283639,0.955235703,0.933178834,0.91584393,0.930268254,0.95219561,0.946503622
0.944498352,0.946503537,0.935895613,0.954588992,0.932790722,0.915261762,0.929879972,0.951807414,0.946115426
0.943980983,0.946115341,0.935248818,0.95400691,0.93220864,0.914679681,0.929104005,0.951290216,0.945662686
0.943592957,0.945598057,0.934796078,0.9533602,0.931691272,0.914097513,0.928780522,0.95083705,0.945080519
0.943140047,0.945209776,0.934343253,0.952971833,0.93110902,0.913256662,0.928392495,0.950255139,0.942881278
0.942816564,0.944886548,0.933955312,0.952389666,0.93110919,0.91267458,0.927810243,0.950126052,0.944174954
0.942299196,0.944433723,0.933437688,0.951872127,0.930332712,0.911898272,0.927098649,0.949802484,0.943851386
0.941975713,0.943980898,0.933049747,0.951354844,0.929879972,0.91131602,0.926775421,0.94928503,0.943398816
0.941458344,0.9436575,0.932596666,0.95064325,0.929492031,0.910798652,0.926192999,0.949026602,0.94301062
0.941134862,0.943204761,0.932273439,0.950061168,0.928909864,0.910022514,0.925481745,0.948573436,0.942557965
0.940746835,0.942752106,0.931820444,0.949543629,0.928521838,0.909569689,0.925028665,0.948314752,0.942169768
0.940423267,0.942428623,0.931367789,0.948897004,0.928004214,0.908922809,0.924446838,0.947991354,0.941717029
0.940035156,0.942040256,0.931044391,0.94837938,0.927745274,0.908405185,0.924058471,0.947667956,0.941264204
0.939647215,0.941716858,0.930397596,0.947861842,0.927163533,0.907887902,0.923411846,0.94727976,0.940811464
0.939259103,0.941328917,0.930138826,0.947215046,0.926710538,0.90730582,0.923023564,0.946891734,0.94055278
0.938871077,0.941005605,0.929686001,0.946826935,0.926322341,0.906723653,0.922635623,0.946568336,0.940294095
0.938612138,0.940617493,0.929362689,0.94637411,0.925869686,0.906076857,0.92211817,0.946374365,0.939905984
0.938159313,0.940164839,0.928845065,0.945727399,0.92548166,0.905494605,0.921600972,0.945985998,0.939711928
0.937836085,0.93984127,0.928457039,0.945209946,0.924964036,0.90504178,0.921018549,0.945662771,0.939258933
0.937448059,0.939582501,0.928133726,0.944821835,0.92457618,0.904524411,0.92056581,0.945274745,0.93893562
0.937124576,0.939259274,0.927680901,0.944368924,0.924058897,0.904006788,0.920177783,0.945145317,0.938612308
0.936671751,0.938871162,0.927292875,0.943980983,0.923670871,0.903554218,0.919724873,0.944821749,0.93828908
0.936348438,0.938482966,0.927034106,0.943528158,0.92321779,0.902972051,0.919336847,0.94456315,0.937965597
0.935895528,0.938030311,0.926581281,0.942816734,0.922765221,0.902454427,0.918883937,0.944239667,0.937642029
0.935636844,0.937900884,0.926128456,0.942363739,0.922376513,0.902066486,0.918366568,0.943851726,0.937189204
0.935248903,0.937447889,0.925804973,0.941975968,0.921988828,0.901548948,0.917913743,0.9436575,0.936865892
0.934860877,0.937253918,0.925481745,0.941522973,0.921600716,0.900902237,0.917525377,0.943592957,0.936671751
0.934602022,0.936865807,0.925158262,0.941135032,0.92121252,0.900514211,0.917137521,0.943140132,0.936218926
0.934149197,0.936542494,0.92483512,0.940682122,0.920824409,0.900449327,0.916684866,0.942816734,0.935960327
0.933825799,0.936154212,0.924446583,0.940228956,0.920436127,0.899543933,0.916231871,0.942428623,0.935636929
0.933502402,0.93583107,0.92412327,0.939776557,0.920112899,0.899155991,0.915779301,0.942169683,0.93537816
0.933178834,0.935572215,0.923864671,0.939453159,0.91966016,0.898573569,0.915391105,0.941911169,0.934989963
0.932855351,0.935378245,0.923411846,0.939129761,0.919272133,0.898056201,0.914809108,0.941652485,0.934860706
0.932467324,0.934990048,0.923088363,0.938677021,0.918819308,0.897797516,0.914421082,0.941264289,0.934407966
0.93220864,0.934537223,0.922829679,0.938159313,0.918366654,0.897215179,0.91448554,0.941070233,0.934084654
0.931820529,0.934278454,0.922441738,0.937965172,0.917913829,0.896956495,0.913968086,0.940811379,0.933761086
0.931432588,0.933955141,0.922053371,0.937512687,0.917525632,0.896309614,0.91358006,0.940488066,0.93356703
0.931173818,0.933696457,0.921794602,0.937124491,0.917202405,0.895986216,0.913127065,0.940164583,0.933114205
0.930914964,0.933373145,0.921471289,0.936671751,0.916814123,0.895404134,0.912739209,0.939841185,0.932855521
0.930527108,0.93311429,0.921083178,0.936283725,0.916490725,0.895145535,0.912286384,0.939582416,0.932402781
0.930138826,0.932855521,0.920824494,0.935895613,0.916102614,0.894757339,0.912221585,0.93938836,0.932338153
0.929880057,0.93266138,0.920371669,0.935442788,0.915714587,0.894304344,0.912092243,0.939064963,0.93201467
